Package,nUsing,ERROR,FAIL,NOTE,OK,WARN,has_problem,modeled_problem_probability
rSymPy,1,0,0,12,0,0,FALSE,0.0646128204107019
rTableICC,2,0,0,0,12,0,FALSE,0.0721040324815259
rTensor,0,0,0,7,5,0,FALSE,0.0578513797619318
rTephra,0,0,0,0,12,0,FALSE,0.0578513797619318
rUnemploymentData,3,0,0,0,12,0,FALSE,0.0803891324736847
rWBclimate,7,0,0,12,0,0,FALSE,0.122806306686478
rWind,4,1,0,0,11,0,TRUE,0.0895343702857667
rWishart,3,0,0,0,11,1,FALSE,0.0803891324736847
rYoutheria,4,0,0,0,12,0,FALSE,0.0895343702857667
rabi,4,0,0,0,12,0,FALSE,0.0895343702857667
radar,0,0,0,12,0,0,FALSE,0.0578513797619318
radarchart,2,0,0,0,12,0,FALSE,0.0721040324815259
radiant,7,0,0,0,12,0,FALSE,0.122806306686478
radiant.basics,10,0,0,0,12,0,FALSE,0.166185636270792
radiant.data,30,0,0,0,11,1,FALSE,0.677401457587056
radiant.design,8,0,0,0,12,0,FALSE,0.136063049330599
radiant.model,22,0,0,0,12,0,FALSE,0.450153907000574
radiant.multivariate,16,0,0,0,12,0,FALSE,0.287721271529978
radiomics,3,0,0,0,12,0,FALSE,0.0803891324736847
radir,1,0,0,0,12,0,FALSE,0.0646128204107019
radix,19,0,0,0,12,0,FALSE,0.365107703239345
radjust,0,0,0,0,11,1,FALSE,0.0578513797619318
radmixture,4,0,0,0,12,0,FALSE,0.0895343702857667
radtools,8,2,0,3,7,0,TRUE,0.136063049330599
rafalib,1,0,0,0,12,0,FALSE,0.0646128204107019
rags2ridges,11,5,0,2,5,0,TRUE,0.183147410567722
ragt2ridges,8,0,0,3,9,0,FALSE,0.136063049330599
ragtop,2,0,0,0,12,0,FALSE,0.0721040324815259
railtrails,1,0,0,5,7,0,FALSE,0.0646128204107019
rainbow,6,0,0,0,12,0,FALSE,0.110675716060278
raincpc,1,0,0,12,0,0,FALSE,0.0646128204107019
rainfreq,2,0,0,0,12,0,FALSE,0.0721040324815259
rakeR,2,0,0,0,12,0,FALSE,0.0721040324815259
ramchoice,1,0,0,0,12,0,FALSE,0.0646128204107019
ramcmc,1,0,0,5,7,0,FALSE,0.0646128204107019
ramify,0,0,0,0,12,0,FALSE,0.0578513797619318
ramps,5,0,0,0,12,0,FALSE,0.0996073011649021
ramsvm,2,0,0,2,10,0,FALSE,0.0721040324815259
randNames,3,0,0,0,12,0,FALSE,0.0803891324736847
randaes,0,0,0,12,0,0,FALSE,0.0578513797619318
randcorr,0,0,0,0,12,0,FALSE,0.0578513797619318
randgeo,0,0,0,0,12,0,FALSE,0.0578513797619318
randnet,6,0,0,0,12,0,FALSE,0.110675716060278
random,1,0,0,1,11,0,FALSE,0.0646128204107019
random.polychor.pa,6,0,0,0,12,0,FALSE,0.110675716060278
randomForest,0,0,0,0,12,0,FALSE,0.0578513797619318
randomForestExplainer,11,0,0,5,7,0,FALSE,0.183147410567722
randomForestSRC,0,0,0,0,12,0,FALSE,0.0578513797619318
randomGLM,3,0,0,12,0,0,FALSE,0.0803891324736847
randomLCA,4,0,0,0,12,0,FALSE,0.0895343702857667
randomNames,3,0,0,0,9,3,FALSE,0.0803891324736847
randomUniformForest,9,0,0,10,0,2,FALSE,0.15050530328391
randomcoloR,6,0,0,0,12,0,FALSE,0.110675716060278
randomizationInference,2,0,0,12,0,0,FALSE,0.0721040324815259
randomizeBE,0,0,0,0,12,0,FALSE,0.0578513797619318
randomizeR,2,0,0,0,12,0,FALSE,0.0721040324815259
randomizr,0,0,0,0,12,0,FALSE,0.0578513797619318
randomsearch,5,1,0,0,11,0,TRUE,0.0996073011649021
randquotes,3,0,0,5,7,0,FALSE,0.0803891324736847
randstr,3,3,0,0,9,0,TRUE,0.0803891324736847
randtests,0,0,0,12,0,0,FALSE,0.0578513797619318
randtoolbox,1,0,0,0,11,1,FALSE,0.0646128204107019
rangeBuilder,9,0,0,0,12,0,FALSE,0.15050530328391
rangeMapper,14,0,0,0,11,1,FALSE,0.241961935065665
rangemodelR,0,0,0,0,12,0,FALSE,0.0578513797619318
ranger,2,2,0,3,7,0,TRUE,0.0721040324815259
rankFD,4,10,0,2,0,0,TRUE,0.0895343702857667
rankdist,4,0,0,0,12,0,FALSE,0.0895343702857667
rankhazard,1,0,0,0,12,0,FALSE,0.0646128204107019
rapiclient,2,0,0,0,12,0,FALSE,0.0721040324815259
rapidjsonr,0,0,0,0,12,0,FALSE,0.0578513797619318
rapidraker,3,1,0,0,11,0,TRUE,0.0803891324736847
rappdirs,0,0,0,2,10,0,FALSE,0.0578513797619318
rapport,4,0,0,0,12,0,FALSE,0.0895343702857667
rapportools,3,0,0,12,0,0,FALSE,0.0803891324736847
raptr,21,0,0,12,0,0,FALSE,0.421215189948552
rare,3,0,0,0,11,1,FALSE,0.0803891324736847
rareGE,3,0,0,12,0,0,FALSE,0.0803891324736847
rareNMtests,1,0,0,12,0,0,FALSE,0.0646128204107019
rarhsmm,2,0,0,0,12,0,FALSE,0.0721040324815259
rasciidoc,3,0,0,0,12,0,FALSE,0.0803891324736847
rasclass,5,0,0,0,12,0,FALSE,0.0996073011649021
rase,6,0,0,1,11,0,FALSE,0.110675716060278
raster,2,0,0,7,5,0,FALSE,0.0721040324815259
rasterImage,1,0,0,0,12,0,FALSE,0.0646128204107019
rasterKernelEstimates,1,0,0,2,10,0,FALSE,0.0646128204107019
rasterList,1,0,0,0,12,0,FALSE,0.0646128204107019
rasterVis,8,0,0,0,11,1,FALSE,0.136063049330599
rasterize,1,0,0,0,12,0,FALSE,0.0646128204107019
ratelimitr,1,0,0,0,12,0,FALSE,0.0646128204107019
ratematrix,10,0,0,3,8,1,FALSE,0.166185636270792
rateratio.test,0,0,0,12,0,0,FALSE,0.0578513797619318
raters,0,0,0,12,0,0,FALSE,0.0578513797619318
ratesci,0,0,0,0,11,1,FALSE,0.0578513797619318
rationalfun,1,0,0,12,0,0,FALSE,0.0646128204107019
ratios,2,0,0,0,11,1,FALSE,0.0721040324815259
rattle,8,0,0,12,0,0,FALSE,0.136063049330599
rattle.data,0,0,0,2,10,0,FALSE,0.0578513797619318
raustats,8,1,0,2,6,1,TRUE,0.136063049330599
raw,0,0,0,0,12,0,FALSE,0.0578513797619318
raws.profile,3,0,0,5,7,0,FALSE,0.0803891324736847
rayshader,10,0,0,0,12,0,FALSE,0.166185636270792
rbacon,2,0,0,0,12,0,FALSE,0.0721040324815259
rbefdata,6,0,0,12,0,0,FALSE,0.110675716060278
rbenchmark,0,0,0,0,12,0,FALSE,0.0578513797619318
rbgm,8,1,0,0,11,0,TRUE,0.136063049330599
rbhl,5,0,0,0,12,0,FALSE,0.0996073011649021
rbi,4,1,0,0,11,0,TRUE,0.0895343702857667
rbi.helpers,5,1,0,0,11,0,TRUE,0.0996073011649021
rbin,13,0,0,5,7,0,FALSE,0.221027051483318
rbiouml,2,1,0,0,11,0,TRUE,0.0721040324815259
rbison,8,1,0,0,11,0,TRUE,0.136063049330599
rbit,1,0,0,0,12,0,FALSE,0.0646128204107019
rbitcoinchartsapi,2,0,0,12,0,0,FALSE,0.0721040324815259
rblt,5,2,0,0,9,0,TRUE,0.0996073011649021
rbmn,1,0,0,12,0,0,FALSE,0.0646128204107019
rbokeh,11,0,0,5,7,0,FALSE,0.183147410567722
rbounds,1,0,0,12,0,0,FALSE,0.0646128204107019
rbraries,5,0,0,0,12,0,FALSE,0.0996073011649021
rbtc,4,0,0,0,12,0,FALSE,0.0895343702857667
rbtt,1,0,0,0,11,1,FALSE,0.0646128204107019
rbundler,1,0,0,12,0,0,FALSE,0.0646128204107019
rbvs,0,0,0,2,10,0,FALSE,0.0578513797619318
rcane,0,0,0,0,12,0,FALSE,0.0578513797619318
rcanvec,2,0,0,0,12,0,FALSE,0.0721040324815259
rcarbon,4,0,0,7,5,0,FALSE,0.0895343702857667
rcartocolor,2,0,0,0,12,0,FALSE,0.0721040324815259
rcbalance,2,0,0,0,12,0,FALSE,0.0721040324815259
rcbsubset,2,0,0,0,12,0,FALSE,0.0721040324815259
rcc,0,0,0,0,12,0,FALSE,0.0578513797619318
rccdates,1,0,0,0,12,0,FALSE,0.0646128204107019
rccmisc,1,0,0,5,7,0,FALSE,0.0646128204107019
rcdd,0,0,0,0,12,0,FALSE,0.0578513797619318
rcdk,6,0,0,0,11,0,FALSE,0.110675716060278
rcdklibs,1,0,0,7,5,0,FALSE,0.0646128204107019
rchallenge,2,3,0,0,9,0,TRUE,0.0721040324815259
rcheology,0,0,0,0,12,0,FALSE,0.0578513797619318
rchess,7,0,0,0,12,0,FALSE,0.122806306686478
rchie,2,1,0,0,11,0,TRUE,0.0721040324815259
rcicr,5,0,0,0,12,0,FALSE,0.0996073011649021
rcites,2,0,0,0,12,0,FALSE,0.0721040324815259
rcitoid,4,0,0,0,12,0,FALSE,0.0895343702857667
rclimateca,14,0,0,5,7,0,FALSE,0.241961935065665
rclipboard,1,1,0,0,11,0,TRUE,0.0646128204107019
rcmdcheck,12,4,0,0,8,0,TRUE,0.201422189292113
rcompanion,8,0,0,0,12,0,FALSE,0.136063049330599
rcongresso,7,6,0,0,4,2,TRUE,0.122806306686478
rcoreoa,4,0,0,0,12,0,FALSE,0.0895343702857667
rcorpora,1,0,0,7,5,0,FALSE,0.0646128204107019
rcosmo,9,0,0,0,11,1,FALSE,0.15050530328391
rcreds,4,2,0,6,4,0,TRUE,0.0895343702857667
rcrossref,11,1,0,0,11,0,TRUE,0.183147410567722
rcrtan,5,0,0,0,12,0,FALSE,0.0996073011649021
rcrypt,0,2,0,0,10,0,TRUE,0.0578513797619318
rcss,2,0,0,7,5,0,FALSE,0.0721040324815259
rcube,1,0,0,0,12,0,FALSE,0.0646128204107019
rcure,5,0,0,7,5,0,FALSE,0.0996073011649021
rcv,5,2,0,7,3,0,TRUE,0.0996073011649021
rda,0,0,0,0,12,0,FALSE,0.0578513797619318
rdatacite,4,1,0,0,11,0,TRUE,0.0895343702857667
rdatamarket,3,0,0,12,0,0,FALSE,0.0803891324736847
rdataretriever,0,0,0,0,12,0,FALSE,0.0578513797619318
rdbnomics,3,0,0,0,12,0,FALSE,0.0803891324736847
rdd,4,0,0,0,12,0,FALSE,0.0895343702857667
rddapp,6,0,0,0,12,0,FALSE,0.110675716060278
rddensity,2,0,0,0,12,0,FALSE,0.0721040324815259
rddtools,9,0,0,0,12,0,FALSE,0.15050530328391
rde,1,0,0,0,12,0,FALSE,0.0646128204107019
rdefra,7,4,0,0,8,0,TRUE,0.122806306686478
rdetools,0,0,0,12,0,0,FALSE,0.0578513797619318
rdflib,6,0,0,0,9,3,FALSE,0.110675716060278
rdfp,9,0,0,0,12,0,FALSE,0.15050530328391
rdhs,14,3,0,0,9,0,TRUE,0.241961935065665
rdi,4,0,0,0,12,0,FALSE,0.0895343702857667
rdian,2,0,0,0,12,0,FALSE,0.0721040324815259
rdist,1,0,0,2,7,3,FALSE,0.0646128204107019
rdiversity,9,0,0,0,11,1,FALSE,0.15050530328391
rdlocrand,2,0,0,0,12,0,FALSE,0.0721040324815259
rdmulti,1,0,0,0,12,0,FALSE,0.0646128204107019
rdnb,3,0,0,0,12,0,FALSE,0.0803891324736847
rdoxygen,1,0,0,2,10,0,FALSE,0.0646128204107019
rdpla,5,0,0,0,12,0,FALSE,0.0996073011649021
rdpower,1,0,0,0,12,0,FALSE,0.0646128204107019
rdrobust,0,0,0,0,12,0,FALSE,0.0578513797619318
rdrop2,7,0,0,5,7,0,FALSE,0.122806306686478
rdryad,7,0,0,0,12,0,FALSE,0.122806306686478
rdtLite,8,1,0,4,6,0,TRUE,0.136063049330599
rdwd,2,0,0,7,5,0,FALSE,0.0721040324815259
re2r,4,0,0,8,0,4,FALSE,0.0895343702857667
reGenotyper,3,0,0,12,0,0,FALSE,0.0803891324736847
reReg,11,0,0,0,12,0,FALSE,0.183147410567722
reactR,1,0,0,0,12,0,FALSE,0.0646128204107019
read.dbc,1,0,0,2,10,0,FALSE,0.0646128204107019
read.gb,0,0,0,0,12,0,FALSE,0.0578513797619318
readABF,0,0,0,0,12,0,FALSE,0.0578513797619318
readBrukerFlexData,0,0,0,0,12,0,FALSE,0.0578513797619318
readHAC,0,0,0,0,12,0,FALSE,0.0578513797619318
readJDX,1,0,0,0,12,0,FALSE,0.0646128204107019
readMLData,1,0,0,0,12,0,FALSE,0.0646128204107019
readMzXmlData,3,0,0,0,12,0,FALSE,0.0803891324736847
readODS,4,0,0,0,12,0,FALSE,0.0895343702857667
readOffice,4,0,0,0,12,0,FALSE,0.0895343702857667
readabs,8,0,0,0,12,0,FALSE,0.136063049330599
readbitmap,4,0,0,0,12,0,FALSE,0.0895343702857667
readbulk,2,0,0,0,12,0,FALSE,0.0721040324815259
reader,1,0,0,0,12,0,FALSE,0.0646128204107019
readit,5,0,0,0,12,0,FALSE,0.0996073011649021
readmnist,0,0,0,0,12,0,FALSE,0.0578513797619318
readobj,1,0,0,0,12,0,FALSE,0.0646128204107019
readr,6,0,0,12,0,0,FALSE,0.110675716060278
readroper,1,0,0,0,12,0,FALSE,0.0646128204107019
readsdmx,1,0,0,0,12,0,FALSE,0.0646128204107019
readstata13,1,0,0,0,12,0,FALSE,0.0646128204107019
readtext,12,1,0,4,7,0,TRUE,0.201422189292113
readxl,3,0,0,1,11,0,FALSE,0.0803891324736847
realestateDK,1,0,0,0,12,0,FALSE,0.0646128204107019
reams,2,0,0,12,0,0,FALSE,0.0721040324815259
rebird,4,0,0,0,12,0,FALSE,0.0895343702857667
rebmix,1,0,0,0,12,0,FALSE,0.0646128204107019
rebus,4,0,0,0,12,0,FALSE,0.0895343702857667
rebus.base,0,0,0,0,12,0,FALSE,0.0578513797619318
rebus.datetimes,1,0,0,0,12,0,FALSE,0.0646128204107019
rebus.numbers,1,0,0,0,12,0,FALSE,0.0646128204107019
rebus.unicode,1,0,0,0,12,0,FALSE,0.0646128204107019
recexcavAAR,2,0,0,3,6,3,FALSE,0.0721040324815259
rechonest,3,0,0,0,12,0,FALSE,0.0803891324736847
recipes,15,5,0,1,4,2,TRUE,0.264207155555033
reclin,6,0,0,0,12,0,FALSE,0.110675716060278
recluster,6,0,0,12,0,0,FALSE,0.110675716060278
recmap,3,0,0,5,7,0,FALSE,0.0803891324736847
recoder,1,0,0,0,12,0,FALSE,0.0646128204107019
recombinator,1,0,0,0,12,0,FALSE,0.0646128204107019
recommenderlab,5,1,0,0,11,0,TRUE,0.0996073011649021
recommenderlabBX,1,0,0,7,5,0,FALSE,0.0646128204107019
recommenderlabJester,1,0,0,0,12,0,FALSE,0.0646128204107019
reconstructr,2,0,0,0,12,0,FALSE,0.0721040324815259
recosystem,1,0,0,0,12,0,FALSE,0.0646128204107019
recurse,1,0,0,0,12,0,FALSE,0.0646128204107019
red,9,0,0,0,12,0,FALSE,0.15050530328391
redR,1,0,0,0,12,0,FALSE,0.0646128204107019
reda,3,0,0,0,12,0,FALSE,0.0803891324736847
redcapAPI,9,0,0,5,7,0,FALSE,0.15050530328391
reddPrec,2,0,0,0,12,0,FALSE,0.0721040324815259
redist,6,0,0,3,9,0,FALSE,0.110675716060278
redland,1,0,0,3,9,0,FALSE,0.0646128204107019
redlistr,4,0,0,0,12,0,FALSE,0.0895343702857667
redux,2,0,0,0,11,0,FALSE,0.0721040324815259
ref.ICAR,6,0,0,5,7,0,FALSE,0.110675716060278
referenceIntervals,4,0,0,12,0,0,FALSE,0.0895343702857667
refimpact,6,0,0,5,7,0,FALSE,0.110675716060278
refinr,3,0,0,0,12,0,FALSE,0.0803891324736847
refnr,0,0,0,0,12,0,FALSE,0.0578513797619318
refset,0,0,0,0,12,0,FALSE,0.0578513797619318
refuge,4,0,0,0,12,0,FALSE,0.0895343702857667
refund,14,0,0,0,12,0,FALSE,0.241961935065665
refund.shiny,9,0,0,0,12,0,FALSE,0.15050530328391
regRSM,3,2,0,0,10,0,TRUE,0.0803891324736847
regclass,6,0,0,0,12,0,FALSE,0.110675716060278
regexPipes,0,0,0,0,12,0,FALSE,0.0578513797619318
regexSelect,2,0,0,0,12,0,FALSE,0.0721040324815259
reghelper,3,0,0,0,12,0,FALSE,0.0803891324736847
registry,0,0,0,0,12,0,FALSE,0.0578513797619318
reglogit,3,0,0,0,12,0,FALSE,0.0803891324736847
regnet,2,0,0,1,10,1,FALSE,0.0721040324815259
regplot,4,0,0,0,12,0,FALSE,0.0895343702857667
regpro,1,0,0,0,12,0,FALSE,0.0646128204107019
regress,0,0,0,0,12,0,FALSE,0.0578513797619318
regrrr,12,1,0,4,6,0,TRUE,0.201422189292113
regsel,2,0,0,0,12,0,FALSE,0.0721040324815259
regsem,3,0,0,0,12,0,FALSE,0.0803891324736847
regspec,0,0,0,0,12,0,FALSE,0.0578513797619318
regsubseq,0,0,0,0,12,0,FALSE,0.0578513797619318
regtest,0,0,0,12,0,0,FALSE,0.0578513797619318
regtools,4,0,0,0,12,0,FALSE,0.0895343702857667
rehh,2,0,0,0,12,0,FALSE,0.0721040324815259
rehh.data,0,0,0,0,12,0,FALSE,0.0578513797619318
rehydratoR,4,0,0,0,12,0,FALSE,0.0895343702857667
reinforcedPred,3,1,0,0,10,0,TRUE,0.0803891324736847
reinforcelearn,4,5,0,3,4,0,TRUE,0.0895343702857667
reinstallr,0,0,0,0,12,0,FALSE,0.0578513797619318
reinsureR,5,0,0,0,12,0,FALSE,0.0996073011649021
rel,0,0,0,0,12,0,FALSE,0.0578513797619318
relMix,4,1,0,4,7,0,TRUE,0.0895343702857667
relSim,3,0,0,5,7,0,FALSE,0.0803891324736847
rela,0,0,0,12,0,0,FALSE,0.0578513797619318
relabeLoadings,0,0,0,0,12,0,FALSE,0.0578513797619318
relaimpo,5,0,0,0,12,0,FALSE,0.0996073011649021
relatable,1,0,0,0,12,0,FALSE,0.0646128204107019
relations,3,0,0,8,4,0,FALSE,0.0803891324736847
relaxnet,1,0,0,12,0,0,FALSE,0.0646128204107019
relaxo,1,0,0,12,0,0,FALSE,0.0646128204107019
reldist,2,0,0,0,12,0,FALSE,0.0721040324815259
relen,0,0,0,0,12,0,FALSE,0.0578513797619318
relevent,3,0,0,12,0,0,FALSE,0.0803891324736847
reliaR,0,0,0,12,0,0,FALSE,0.0578513797619318
relimp,0,0,0,0,12,0,FALSE,0.0578513797619318
relsurv,2,0,0,0,12,0,FALSE,0.0721040324815259
rem,3,0,0,0,12,0,FALSE,0.0803891324736847
remMap,0,0,0,12,0,0,FALSE,0.0578513797619318
rematch,0,0,0,0,12,0,FALSE,0.0578513797619318
rematch2,1,0,0,0,12,0,FALSE,0.0646128204107019
remedy,3,0,0,0,12,0,FALSE,0.0803891324736847
remindR,1,0,0,2,10,0,FALSE,0.0646128204107019
remote,6,0,0,2,10,0,FALSE,0.110675716060278
remoter,4,0,0,0,12,0,FALSE,0.0895343702857667
remotes,0,0,0,0,11,1,FALSE,0.0578513797619318
renpow,0,0,0,0,12,0,FALSE,0.0578513797619318
rentrez,3,0,0,0,9,3,FALSE,0.0803891324736847
repeated,1,0,0,0,12,0,FALSE,0.0646128204107019
repec,1,0,0,0,12,0,FALSE,0.0646128204107019
repfdr,1,0,0,0,12,0,FALSE,0.0646128204107019
replicatedpp2w,2,0,0,0,12,0,FALSE,0.0721040324815259
replicationInterval,4,0,0,0,12,0,FALSE,0.0895343702857667
replyr,4,0,0,0,12,0,FALSE,0.0895343702857667
repmis,5,0,0,0,12,0,FALSE,0.0996073011649021
repo,1,0,0,0,12,0,FALSE,0.0646128204107019
repolr,2,0,0,4,8,0,FALSE,0.0721040324815259
reportROC,1,0,0,0,12,0,FALSE,0.0646128204107019
reportReg,1,0,0,0,12,0,FALSE,0.0646128204107019
reportRx,7,0,0,12,0,0,FALSE,0.122806306686478
reportr,1,0,0,0,12,0,FALSE,0.0646128204107019
reports,0,0,0,12,0,0,FALSE,0.0578513797619318
reporttools,1,0,0,0,12,0,FALSE,0.0646128204107019
repr,3,0,0,0,11,1,FALSE,0.0803891324736847
represent,0,0,0,12,0,0,FALSE,0.0578513797619318
represtools,1,0,0,0,12,0,FALSE,0.0646128204107019
reprex,7,0,0,5,7,0,FALSE,0.122806306686478
reproducer,8,0,0,0,11,1,FALSE,0.136063049330599
reproducible,28,0,0,0,12,0,FALSE,0.623957330659417
reproj,1,0,0,0,12,0,FALSE,0.0646128204107019
repurrrsive,1,0,0,5,7,0,FALSE,0.0646128204107019
reqres,8,0,0,0,12,0,FALSE,0.136063049330599
request,7,0,0,0,12,0,FALSE,0.122806306686478
requireR,0,0,0,2,10,0,FALSE,0.0578513797619318
rerddap,9,1,0,0,11,0,TRUE,0.15050530328391
rerf,4,1,0,0,11,0,TRUE,0.0895343702857667
resample,0,0,0,12,0,0,FALSE,0.0578513797619318
resampledata,0,0,0,0,12,0,FALSE,0.0578513797619318
resautonet,5,0,0,2,2,0,FALSE,0.0996073011649021
resemble,3,0,0,1,9,2,FALSE,0.0803891324736847
reservoir,1,0,0,0,12,0,FALSE,0.0646128204107019
reshape,1,0,0,3,9,0,FALSE,0.0646128204107019
reshape2,3,0,0,0,12,0,FALSE,0.0803891324736847
reshapeGUI,4,2,0,10,0,0,TRUE,0.0895343702857667
respirometry,6,1,0,4,6,1,TRUE,0.110675716060278
restez,9,0,0,0,11,0,FALSE,0.15050530328391
restfulr,5,1,3,1,7,0,TRUE,0.0996073011649021
restimizeapi,2,0,0,0,12,0,FALSE,0.0721040324815259
restlos,5,0,0,0,12,0,FALSE,0.0996073011649021
restorepoint,0,0,0,0,12,0,FALSE,0.0578513797619318
restrictedMVN,1,1,0,2,9,0,TRUE,0.0646128204107019
restriktor,6,0,0,0,12,0,FALSE,0.110675716060278
resumer,3,0,0,0,12,0,FALSE,0.0803891324736847
rethinker,1,0,0,0,12,0,FALSE,0.0646128204107019
reticulate,3,0,0,0,12,0,FALSE,0.0803891324736847
retimes,0,0,0,12,0,0,FALSE,0.0578513797619318
retistruct,9,0,0,2,10,0,FALSE,0.15050530328391
retrodesign,0,0,0,0,12,0,FALSE,0.0578513797619318
reutils,5,0,0,0,12,0,FALSE,0.0996073011649021
reval,2,0,0,0,12,0,FALSE,0.0721040324815259
revdbayes,3,0,0,0,12,0,FALSE,0.0803891324736847
revealedPrefs,2,0,0,0,12,0,FALSE,0.0721040324815259
revealjs,1,0,0,0,12,0,FALSE,0.0646128204107019
revengc,4,2,0,0,10,0,TRUE,0.0895343702857667
revgeo,2,1,0,2,9,0,TRUE,0.0721040324815259
revtools,10,1,0,4,7,0,TRUE,0.166185636270792
reweight,0,0,0,12,0,0,FALSE,0.0578513797619318
rex,2,0,0,0,12,0,FALSE,0.0721040324815259
rexpokit,1,0,0,0,12,0,FALSE,0.0646128204107019
rfPermute,14,0,0,0,12,0,FALSE,0.241961935065665
rfUtilities,2,0,0,0,12,0,FALSE,0.0721040324815259
rfacebookstat,6,0,0,5,7,0,FALSE,0.110675716060278
rfbCNPJ,10,0,0,5,7,0,FALSE,0.166185636270792
rfigshare,7,0,0,12,0,0,FALSE,0.122806306686478
rfishbase,7,0,0,5,7,0,FALSE,0.122806306686478
rfisheries,5,0,0,0,12,0,FALSE,0.0996073011649021
rfm,12,0,0,0,9,3,FALSE,0.201422189292113
rfml,4,1,0,0,11,0,TRUE,0.0895343702857667
rfoaas,1,0,0,0,12,0,FALSE,0.0646128204107019
rforensicbatwing,1,0,0,0,12,0,FALSE,0.0646128204107019
rfviz,2,1,0,4,5,1,TRUE,0.0721040324815259
rgabriel,0,0,0,12,0,0,FALSE,0.0578513797619318
rgam,1,0,0,0,12,0,FALSE,0.0646128204107019
rgbif,12,1,0,0,10,1,TRUE,0.201422189292113
rgcvpack,0,0,0,12,0,0,FALSE,0.0578513797619318
rgdal,1,0,0,5,7,0,FALSE,0.0646128204107019
rgdax,4,0,0,0,12,0,FALSE,0.0895343702857667
rgen,0,0,0,0,12,0,FALSE,0.0578513797619318
rgenoud,0,0,0,12,0,0,FALSE,0.0578513797619318
rgeoapi,3,0,0,0,12,0,FALSE,0.0803891324736847
rgeolocate,2,2,0,4,6,0,TRUE,0.0721040324815259
rgeopat2,3,0,0,0,12,0,FALSE,0.0803891324736847
rgeos,1,0,0,2,10,0,FALSE,0.0646128204107019
rgexf,3,0,0,12,0,0,FALSE,0.0803891324736847
rggobi,1,2,0,5,4,0,TRUE,0.0646128204107019
rgho,10,0,0,0,12,0,FALSE,0.166185636270792
rgl,8,0,0,4,5,3,FALSE,0.136063049330599
rglobi,2,0,0,0,12,0,FALSE,0.0721040324815259
rglwidget,1,0,0,0,12,0,FALSE,0.0646128204107019
rgoogleslides,4,0,0,0,12,0,FALSE,0.0895343702857667
rgr,2,0,0,0,12,0,FALSE,0.0721040324815259
rgrass7,2,0,0,0,12,0,FALSE,0.0721040324815259
rgsp,3,0,0,0,12,0,FALSE,0.0803891324736847
rgw,0,0,0,0,12,0,FALSE,0.0578513797619318
rhandsontable,3,0,0,4,5,3,FALSE,0.0803891324736847
rhierbaps,5,0,0,0,10,2,FALSE,0.0996073011649021
rhli,0,1,0,11,0,0,TRUE,0.0578513797619318
rhmc,0,0,0,0,12,0,FALSE,0.0578513797619318
rhmmer,5,0,0,5,7,0,FALSE,0.0996073011649021
rhnerm,0,0,0,0,12,0,FALSE,0.0578513797619318
rhoR,0,0,0,0,12,0,FALSE,0.0578513797619318
rhosp,0,0,0,0,12,0,FALSE,0.0578513797619318
rhub,15,0,0,0,12,0,FALSE,0.264207155555033
rhymer,2,0,0,0,12,0,FALSE,0.0721040324815259
ri,0,0,0,12,0,0,FALSE,0.0578513797619318
ri2,5,0,0,0,12,0,FALSE,0.0996073011649021
riceware,1,0,0,0,12,0,FALSE,0.0646128204107019
rich,2,0,0,0,12,0,FALSE,0.0721040324815259
ridge,0,0,0,0,11,1,FALSE,0.0578513797619318
ridigbio,3,0,0,0,12,0,FALSE,0.0803891324736847
ridittools,0,0,0,0,12,0,FALSE,0.0578513797619318
riem,4,0,0,0,12,0,FALSE,0.0895343702857667
rif,4,0,0,0,12,0,FALSE,0.0895343702857667
rifle,1,0,0,0,12,0,FALSE,0.0646128204107019
riingo,7,0,0,5,7,0,FALSE,0.122806306686478
rijkspalette,4,0,0,5,7,0,FALSE,0.0895343702857667
rinat,5,0,0,0,10,2,FALSE,0.0996073011649021
ring,1,0,0,0,12,0,FALSE,0.0646128204107019
rintrojs,2,0,0,0,12,0,FALSE,0.0721040324815259
rio,7,0,0,0,12,0,FALSE,0.122806306686478
rioja,2,0,0,0,8,4,FALSE,0.0721040324815259
rise,2,0,0,0,11,1,FALSE,0.0721040324815259
riskParityPortfolio,4,0,0,3,9,0,FALSE,0.0895343702857667
riskPredictClustData,4,0,0,0,12,0,FALSE,0.0895343702857667
riskR,0,0,0,0,12,0,FALSE,0.0578513797619318
riskRegression,14,0,0,3,9,0,FALSE,0.241961935065665
riskSimul,1,0,0,12,0,0,FALSE,0.0646128204107019
riskclustr,5,1,0,4,6,0,TRUE,0.0996073011649021
risksetROC,2,0,0,12,0,0,FALSE,0.0721040324815259
riskyr,0,0,0,1,10,1,FALSE,0.0578513797619318
ritis,5,0,0,0,12,0,FALSE,0.0996073011649021
riv,3,0,0,0,12,0,FALSE,0.0803891324736847
riverdist,2,0,0,1,11,0,FALSE,0.0721040324815259
rivernet,0,0,0,0,12,0,FALSE,0.0578513797619318
riverplot,0,0,0,0,12,0,FALSE,0.0578513797619318
rivervis,0,0,0,12,0,0,FALSE,0.0578513797619318
rivr,1,0,0,0,12,0,FALSE,0.0646128204107019
rjade,1,0,0,0,12,0,FALSE,0.0646128204107019
rjags,1,0,0,0,12,0,FALSE,0.0646128204107019
rjazz,1,0,0,0,12,0,FALSE,0.0646128204107019
